Next_Request_Time,Next_Response_Vol
0.015333999999999293,1592.0
3.442864,23100.0
4.235429,70024.0
0.01054500000000047,69926.0
0.022828000000000515,145450.0
0.001324000000000325,985902.0
0.004401999999998907,558982.0
2.0162890000000004,197656.0
0.9823109999999993,827456.0
2.9239079999999973,512272.0
1.9759200000000021,1016740.0
2.9514219999999938,509764.0
1.7101959999999963,1027372.0
2.8713440000000006,1029212.0
1.643898,510772.0
2.9429779999999965,609956.0
1.226937999999997,927838.0
2.972712999999999,838364.0
1.7868800000000036,506481.0
2.6009640000000047,511151.0
1.968744000000001,967312.0
2.132871999999999,494184.0
3.9774010000000004,1541816.0
2.6184749999999894,1543012.0
4.957193000000004,1544920.0
4.959607000000005,1543310.0
4.6728359999999896,1540152.0
4.471509999999995,1481402.0
4.9114059999999995,1541236.0
4.9107429999999965,1539482.0
1.62579199999999,1540258.0
4.937958999999992,1542030.0
2.9308249999999987,1542900.0
4.951346999999998,1543495.0
4.964230999999998,1544753.0
3.9605180000000075,1027330.0
1.0001259999999945,1562699.0
4.961475000000007,1542505.0
4.972366999999991,1542486.0
5.932542000000012,1545025.0
4.917145000000005,1544832.0
4.960615000000018,1544070.0
4.960151999999994,1497011.0
0.0028839999999945576,43860.0
4.91763499999999,1545440.0
2.830834000000001,342984.0
0.7869989999999998,161832.0
1.4970119999999998,228728.0
2.2108880000000006,111935.0
5.583250000000001,112447.0
0.8430420000000005,502131.0
0.938485,260084.0
2.8219850000000015,311054.0
2.000263999999998,343088.0
2.909639000000002,350398.0
2.8678570000000008,319596.0
0.002765000000003681,632298.0
2.8581430000000054,176692.0
4.927802999999997,74672.0
2.0006410000000017,501933.0
0.004143999999996595,239754.0
2.858376,275869.0
2.667703000000003,260889.0
1.7079769999999996,112957.0
2.662393999999999,108795.0
0.002912999999992394,400508.0
2.6750760000000042,108122.0
1.871697999999995,135315.0
6.019603000000004,68508.0
4.865276999999992,191400.0
0.0032520000000033633,318944.0
4.4451939999999865,75339.0
3.9316589999999962,74225.0
4.864212999999992,170079.0
4.725273000000001,129700.0
5.873932999999994,123339.0
4.692121,228486.0
0.003827000000001135,501807.0
1.5173240000000021,254359.0
5.673819999999992,218942.0
4.840025999999995,205018.0
4.8631110000000035,211202.0
5.8089399999999785,289418.0
4.835656,112596.0
0.004065999999994574,266992.0
4.8316890000000114,113302.0
15.934494,222126.0
0.03783599999999998,189232.0
0.3344360000000002,439704.0
4.9775960000000055,1029238.0
4.996354000000001,1288686.0
3.6150049999999965,1305610.0
4.990708,1449548.0
4.965128999999999,1513127.0
4.985005000000001,1544486.0
4.9853629999999995,1018630.0
4.97890000000001,536456.0
4.978329000000002,699912.0
6.0125679999999875,1543422.0
4.958130000000011,1543028.0
4.977072000000021,831206.0
6.006388000000001,1375898.0
5.002746999999999,1544494.0
4.975722000000019,1544478.0
0.0038440000000008467,140580.0
4.9374289999999945,1014240.0
4.963864999999998,1028676.0
4.990499999999997,1029084.0
4.976012999999995,956532.0
4.9985440000000025,1508527.0
4.998038999999977,1547090.0
4.949914,950595.0
4.854903999999998,1022186.0
4.909784999999992,1546024.0
5.0480090000000075,909910.0
4.887016000000003,99462.0
0.0008820000000042683,1218478.0
5.088354999999993,1331868.0
5.9920780000000065,1355072.0
2.853520000000003,1314440.0
4.923632000000012,1314510.0
4.982603999999995,797890.0
4.998795000000001,1028436.0
4.989089000000007,1527952.0
5.987044,1018662.0
4.9731429999999985,1008818.0
4.977088999999999,510478.0
4.986648000000002,521404.0
2.764990000000001,171412.0
0.0010639999999995098,140.0
0.0005079999999999529,75504.0
0.01211399999999685,170434.0
0.06667400000000256,70105.0
0.039708000000000965,84698.0
2.045933999999999,506384.0
4.990005,919242.0
4.979368000000001,1523572.0
4.952192000000004,895860.0
4.981808000000001,320354.0
5.993364999999997,512192.0
4.985064000000001,758502.0
4.902468999999996,808858.0
1.74269799999999,383822.0
4.990450999999993,512314.0
10.991154000000009,619550.0
4.460951999999992,1544406.0
5.4834610000000055,1499170.0
11.982801000000002,52850.0
13.015754999999999,41138.0
14.041261999999996,527914.0
10.003456,1526754.0
9.957620000000006,512102.0
13.012357000000009,859694.0
9.871296999999998,824950.0
9.999994999999998,531886.0
15.012471999999988,512312.0
10.732681,192076.0
21.038960000000003,503268.0
13.013140000000007,561940.0
12.99562499999999,681010.0
29.051852999999994,501894.0
1.8186740000000006,494034.0
0.021014000000008082,120554.0
1.575736,113040.0
1.6095300000000066,110708.0
1.9540800000000011,592749.0
2.6055589999999995,15126.0
0.7506489999999992,146733.0
1.9415520000000015,176276.0
